chrX	49260634	49260636
chr5	180312122	180312124
chr18	3898035	3898037
chr2	235763066	235763068
chrX	49260621	49260623
chrX	130364288	130364290
chr2	203872663	203872665
chr8	23377456	23377458
chrX	139080998	139081000
chr8	10631343	10631345
chr10	6060269	6060271
chr3	32160583	32160585
chr8	143307888	143307890
chr14	47045990	47045992
chr6	156866345	156866347
chr10	6060348	6060350
chrX	41920068	41920070
chr10	6060295	6060297
chr6	43222409	43222411
chr11	33516445	33516447
chr10	17646907	17646909
chr13	49761409	49761411
chrX	49264212	49264214
chr18	13383749	13383751
chr16	857697	857699
chr2	213017228	213017230
chr10	104746198	104746200
chr1	12169464	12169466
chr18	13383786	13383788
chr2	101176592	101176594
chr12	56022861	56022863
chr2	55575081	55575083
chr2	203870910	203870912
chr2	37643638	37643640
chr18	13384571	13384573
chr1	172228407	172228409
chr1	12168978	12168980
chr17	56838836	56838838
chr6	43222387	43222389
chr6	43222385	43222387
chr10	17650920	17650922
chr2	203874937	203874939
chr17	66767368	66767370
chr2	203870885	203870887
chr6	43222342	43222344
chr10	17656247	17656249
chr12	56041187	56041189
chr17	65937013	65937015
chr8	129856898	129856900
chr2	203868496	203868498
chr18	13383856	13383858
chr2	213107436	213107438
chr10	6040252	6040254
chr3	155613812	155613814
chr2	106158003	106158005
chrX	49263881	49263883
chr8	143307971	143307973
chrX	9096714	9096716
chr10	17651865	17651867
chr1	12169436	12169438
chr10	6040387	6040389
chr2	213101657	213101659
chr2	213136846	213136848
chr6	106612919	106612921
chr10	8073437	8073439
chr10	17656241	17656243
chr6	43223332	43223334
chrX	78954287	78954289
chr10	17650932	17650934
chr18	13384001	13384003
chr16	857743	857745
chr2	54985148	54985150
chr10	17650924	17650926
chr2	213139166	213139168
chrX	49265320	49265322
chrX	24891093	24891095
chr6	43222396	43222398
chr12	56041076	56041078
chrX	104121686	104121688
chr12	56022859	56022861
chr10	17671209	17671211
chr3	102106424	102106426
chr10	17650980	17650982
chr10	6060481	6060483
chr19	54451195	54451197
chr6	43222330	43222332
chr10	119727976	119727978
chr4	75583203	75583205
chrX	49264109	49264111
chr10	6040345	6040347
chr3	196329091	196329093
chrX	49262072	49262074
chr6	38938121	38938123
chr18	13383986	13383988
chr16	56826969	56826971
chr12	56022837	56022839
chr3	155693186	155693188
chr21	31172894	31172896
chr10	17651819	17651821
chr10	17673117	17673119
chr6	149479511	149479513
chr10	17650936	17650938
chr2	213139163	213139165
chr6	38938706	38938708
chr2	213124242	213124244
chr18	13383597	13383599
chr6	156866422	156866424
chr6	156866382	156866384
chr10	6060483	6060485
chr14	55586935	55586937
chr10	17660598	17660600
chrX	77672154	77672156
chr21	31190794	31190796
chr6	87161314	87161316
chrX	49276581	49276583
chr2	213142220	213142222
chr14	77120144	77120146
chr14	77120160	77120162
chr12	4790439	4790441
chr6	38938119	38938121
chr2	106157832	106157834
chr8	58583564	58583566
chr8	109266416	109266418
chr10	17655226	17655228
chr1	12169654	12169656
chr16	857720	857722
chr2	203869081	203869083
chr3	45826619	45826621
chr12	56022999	56023001
chr10	6040529	6040531
chr4	3091624	3091626
chr7	50366167	50366169
chr11	105047127	105047129
chr18	13383553	13383555
chr12	80990113	80990115
chr21	31175418	31175420
chr20	46087108	46087110
chr6	43223277	43223279
chr10	17656673	17656675
chr3	114332418	114332420
chr6	135021550	135021552
chr1	12168954	12168956
chr18	13383373	13383375
chr6	132316173	132316175
chr6	43222474	43222476
chr6	135018021	135018023
chr10	119727034	119727036
chr7	55932799	55932801
chr11	108792057	108792059
chr2	213124248	213124250
chr12	69775895	69775897
chr2	203870732	203870734
chr10	110040386	110040388
chr2	203867149	203867151
chr1	6965808	6965810
chr12	56022867	56022869
chr7	8142694	8142696
chr7	75145560	75145562
chr10	11234911	11234913
chr20	14548533	14548535
chr10	17649888	17649890
chr2	213136804	213136806
chr2	213135646	213135648
chr7	55473025	55473027
chr1	12169648	12169650
chrX	9096687	9096689
chr14	77120163	77120165
chr2	213138801	213138803
chr10	17667921	17667923
chr8	70181730	70181732
chr13	75300137	75300139
chr10	119727365	119727367
chr12	69759671	69759673
chr18	13383549	13383551
chr6	42814216	42814218
chr1	16327484	16327486
chr10	17651004	17651006
chr10	119745366	119745368
chr6	149480121	149480123
chr7	8137719	8137721
chrX	49263858	49263860
chr18	13383064	13383066
chr10	17657045	17657047
chr15	52256990	52256992
chr3	12560852	12560854
chr12	56023019	56023021
chr21	31185243	31185245
chr10	17656768	17656770
chr18	13383563	13383565
chr6	156866385	156866387
chr1	107882188	107882190
chr6	156866359	156866361
chr16	78311789	78311791
chr10	6060712	6060714
chr1	221730727	221730729
chr10	17651371	17651373
chr13	30260564	30260566
chr15	85031778	85031780
chr20	31542619	31542621
chr18	13383836	13383838
