chr1	936432	936434
chr1	939458	939460
chr1	936159	936161
chr1	930163	930165
chr1	925758	925760
chr1	935044	935046
chr1	925778	925780
chr1	925791	925793
chr1	941103	941105
chr1	924624	924626
chr1	931187	931189
chr1	936216	936218
chr1	940585	940587
chr1	924632	924634
chr1	933468	933470
chr1	927949	927951
chr1	925796	925798
chr1	929034	929036
chr1	936165	936167
chr1	935270	935272
chr1	935185	935187
chr1	939846	939848
chr1	939964	939966
chr1	935811	935813
chr1	935218	935220
chr1	925832	925834
chr1	940088	940090
chr1	929280	929282
chr1	935505	935507
chr1	935238	935240
chr1	927421	927423
chr1	935542	935544
chr1	936941	936943
chr1	925760	925762
chr1	935078	935080
chr1	924130	924132
chr1	940939	940941
chr1	925754	925756
chr1	941420	941422
chr1	935441	935443
chr1	937940	937942
chr1	940622	940624
chr1	941426	941428
chr1	923774	923776
chr1	939199	939201
chr1	925475	925477
chr1	936126	936128
chr1	931870	931872
chr1	933220	933222
chr1	925718	925720
chr1	925879	925881
chr1	941111	941113
chr1	932956	932958
chr1	939928	939930
chr1	924627	924629
chr1	941489	941491
chr1	923598	923600
chr1	936947	936949
chr1	925771	925773
chr1	940576	940578
chr1	940911	940913
chr1	936225	936227
chr1	936208	936210
chr1	924661	924663
chr1	926381	926383
chr1	935894	935896
chr1	941351	941353
chr1	940522	940524
chr1	924982	924984
chr1	940922	940924
chr1	923081	923083
chr1	941037	941039
chr1	929262	929264
chr1	928174	928176
chr1	935425	935427
chr1	938545	938547
chr1	935279	935281
chr1	924508	924510
chr1	940690	940692
chr1	940868	940870
chr1	924907	924909
chr1	925751	925753
chr1	932800	932802
chr1	940591	940593
chr1	928188	928190
chr1	930910	930912
chr1	930069	930071
chr1	941347	941349
chr1	940680	940682
chr1	932254	932256
chr1	925444	925446
chr1	935203	935205
chr1	923624	923626
chr1	933035	933037
chr1	938184	938186
chr1	941157	941159
chr1	923560	923562
chr1	935247	935249
chr1	923858	923860
chr1	923871	923873
chr1	924195	924197
chr1	940684	940686
chr1	931764	931766
chr1	937711	937713
chr1	925489	925491
chr1	941381	941383
chr1	935421	935423
chr1	941435	941437
chr1	924300	924302
chr1	940624	940626
chr1	939606	939608
chr1	932336	932338
chr1	933952	933954
chr1	936103	936105
chr1	925814	925816
chr1	939994	939996
chr1	923234	923236
chr1	940085	940087
chr1	938131	938133
chr1	924278	924280
chr1	936259	936261
chr1	939065	939067
chr1	926117	926119
chr1	940571	940573
chr1	924790	924792
chr1	941359	941361
chr1	923694	923696
chr1	927374	927376
chr1	937868	937870
chr1	940557	940559
chr1	924905	924907
chr1	926928	926930
chr1	933177	933179
chr1	940724	940726
chr1	923608	923610
chr1	927934	927936
