chr1	936082	936084
chr1	928247	928249
chr1	935577	935579
chr1	940039	940041
chr1	923025	923027
chr1	924594	924596
chr1	930255	930257
chr1	925596	925598
chr1	929755	929757
chr1	940035	940037
chr1	932873	932875
chr1	925584	925586
chr1	941729	941731
chr1	936736	936738
chr1	923177	923179
chr1	941653	941655
chr1	926209	926211
chr1	940881	940883
chr1	935847	935849
chr1	925683	925685
chr1	940848	940850
chr1	935739	935741
chr1	936221	936223
chr1	941719	941721
chr1	924726	924728
chr1	940122	940124
chr1	935755	935757
chr1	925656	925658
chr1	923705	923707
chr1	940843	940845
chr1	936187	936189
chr1	931123	931125
chr1	931079	931081
chr1	932343	932345
chr1	925658	925660
chr1	931106	931108
chr1	926230	926232
chr1	924672	924674
chr1	926217	926219
chr1	933124	933126
chr1	931966	931968
chr1	941724	941726
chr1	929961	929963
chr1	925522	925524
chr1	925527	925529
chr1	930963	930965
chr1	932037	932039
chr1	924706	924708
chr1	925537	925539
chr1	929233	929235
chr1	941647	941649
chr1	925494	925496
chr1	933135	933137
chr1	940007	940009
chr1	924854	924856
chr1	929170	929172
chr1	936204	936206
chr1	941656	941658
chr1	941686	941688
chr1	930605	930607
chr1	926248	926250
chr1	925011	925013
chr1	935817	935819
chr1	941734	941736
chr1	941697	941699
chr1	928551	928553
chr1	941754	941756
chr1	941706	941708
chr1	940818	940820
chr1	933655	933657
chr1	929226	929228
chr1	935676	935678
chr1	927125	927127
chr1	936239	936241
chr1	928353	928355
chr1	925670	925672
chr1	924730	924732
chr1	924862	924864
chr1	937367	937369
chr1	923645	923647
chr1	940487	940489
chr1	940430	940432
chr1	925566	925568
chr1	924510	924512
chr1	932001	932003
chr1	924738	924740
chr1	938652	938654
chr1	930074	930076
chr1	931816	931818
chr1	935834	935836
chr1	932836	932838
chr1	940676	940678
chr1	925019	925021
chr1	924463	924465
chr1	932022	932024
chr1	927140	927142
chr1	940600	940602
chr1	925979	925981
chr1	929146	929148
chr1	923629	923631
chr1	935761	935763
chr1	931660	931662
chr1	928535	928537
chr1	932265	932267
chr1	925837	925839
chr1	923739	923741
chr1	931176	931178
chr1	929208	929210
chr1	932566	932568
chr1	941577	941579
chr1	926057	926059
chr1	925936	925938
chr1	940610	940612
chr1	941452	941454
chr1	939115	939117
chr1	924236	924238
chr1	928586	928588
chr1	939316	939318
chr1	923792	923794
chr1	923737	923739
chr1	926420	926422
chr1	932459	932461
chr1	933459	933461
chr1	924989	924991
chr1	923648	923650
chr1	941262	941264
chr1	926920	926922
chr1	932451	932453
chr1	925871	925873
chr1	925972	925974
chr1	926028	926030
chr1	939900	939902
chr1	929193	929195
chr1	935277	935279
chr1	929218	929220
chr1	936611	936613
chr1	924952	924954
chr1	928553	928555
chr1	924201	924203
chr1	941083	941085
chr1	938121	938123
